business_partner_name,current_km_reading,invoice_date,invoice_line_text,job_card_date,part_description,quantity,unit_price,total_amount,purchase_date
Johnathan Lang,1819,2024-04-21T12:22:26.841Z,Sonya Mills PhD,2024-12-11T08:35:45.396Z,Regina Bosco II,9,1674.327946640551,4259.969491476659,2024-09-24T17:18:21.013Z
Ellen Williamson,86979,2024-11-27T12:11:49.630Z,Mr. Randy Little,2025-01-21T04:26:39.961Z,Elaine Abshire,7,494.0481160650961,1815.952405333519,2025-01-12T21:16:43.593Z
Brett Huels II,86221,2025-02-28T06:53:21.316Z,Miss Cora Reichert,2024-04-01T07:15:02.607Z,Ruby Schumm,5,1670.5544672324322,12113.743508222979,2024-06-22T10:52:59.698Z
Tiffany King,1954,2025-03-03T18:43:05.840Z,Rafael Lockman I,2024-10-16T12:28:23.257Z,Mamie Mayert,6,917.6541583728977,10160.940330463927,2025-03-07T01:48:41.983Z
Shawn Gibson,18861,2024-09-07T17:38:22.482Z,Clint Anderson,2024-08-03T20:19:26.626Z,Trevor Schaefer,1,368.9617153839208,7756.580518593546,2024-10-23T21:08:04.114Z
Tiffany Franey,70950,2025-02-24T13:07:17.821Z,Ms. Jasmine O'Connell,2024-08-08T12:01:25.358Z,Jackie Schmeler,5,1440.778481576126,17799.63612575084,2024-06-04T10:32:00.826Z
Shelley Pagac,97999,2024-04-12T14:50:03.014Z,Ramiro Schuster V,2024-04-19T14:10:55.833Z,Christie Ankunding,5,850.3620798350312,18241.087731544394,2024-06-09T02:01:57.074Z
Bernadette Farrell,32000,2024-05-12T03:29:45.334Z,Charlene Cremin,2024-08-27T20:47:52.002Z,Ted Altenwerth,3,611.8732262519188,12511.25950528076,2025-03-10T23:51:03.452Z
Ryan Williamson,91543,2024-12-19T07:59:01.145Z,Traci Marvin,2025-02-19T10:59:28.195Z,Pamela Weissnat,8,1222.3906925064512,8641.396464349236,2024-12-07T18:27:51.400Z
Gabriel Quigley,54283,2024-10-02T20:22:52.155Z,Becky Kohler,2024-11-24T06:17:09.515Z,Mr. Edward Lindgren,3,1145.184737117961,17366.450450837146,2024-09-15T02:16:25.787Z
Jesus Conn,70130,2024-12-31T19:18:44.253Z,Maurice Hauck,2024-04-17T11:31:32.748Z,Ross Hickle,8,1576.8839984666556,15219.563634623773,2024-09-04T23:53:23.367Z
Tonya Baumbach,93146,2024-05-31T15:40:25.589Z,Sylvester Torphy,2024-04-26T14:49:29.064Z,Kay Pagac,2,565.9305649693124,1107.4076223187149,2025-02-19T23:07:45.227Z
Philip Bauch,18095,2024-06-04T23:14:53.942Z,Dexter Stoltenberg,2024-05-23T07:23:57.254Z,Katie Boyer,8,261.7554598604329,2916.5384781896137,2024-11-09T19:15:18.090Z
Ms. Antonia Rolfson,54248,2024-09-25T03:47:05.670Z,Craig Doyle,2024-11-03T14:56:15.903Z,Marty McDermott-Quitzon II,7,1223.1038712779991,7863.300918287132,2024-07-16T21:40:47.057Z
Diane Tremblay,93373,2024-05-13T19:23:48.748Z,Mrs. Olivia Vandervort,2024-08-13T08:21:15.740Z,Melanie Cruickshank,3,902.8207359369844,749.1011335863732,2024-10-07T13:01:38.974Z
Dr. Cesar Ortiz,78468,2025-02-18T11:56:33.318Z,Perry Murphy,2024-11-12T04:25:18.300Z,Faye Goodwin,8,484.602143347729,6459.139287588187,2024-06-28T21:36:01.388Z
Henrietta Berge-Kris,71923,2024-09-03T06:38:33.175Z,Eleanor Lubowitz,2024-06-22T20:01:55.530Z,Lionel Ryan,9,1232.5167627539486,9776.385893684346,2024-07-05T22:43:13.067Z
Dr. Carlton Kulas,99200,2024-09-01T07:03:59.978Z,Mr. Jon Quitzon,2024-07-01T15:26:56.229Z,Dianna Kuphal,10,430.2298902301118,18749.39235212514,2024-07-12T23:32:37.779Z
Patty Rice II,5362,2025-03-23T09:39:06.816Z,Jimmie Boehm,2024-06-11T11:31:37.474Z,Jared Orn,1,1331.5446705324575,2127.8792732744478,2024-04-26T10:12:33.321Z
Kim Vandervort,70485,2024-08-12T10:09:03.621Z,Brandon Collins,2024-11-30T03:27:52.721Z,Kellie Schneider MD,10,1344.6926858276129,12658.911555004306,2024-07-07T10:38:21.149Z
Tabitha Sauer,40433,2025-02-17T09:26:31.943Z,Timmy MacGyver,2024-09-07T04:46:05.395Z,Kristi Keebler,10,1907.7237559831701,17090.416716388427,2025-02-12T19:24:04.685Z
Stewart Simonis,21038,2024-11-08T06:07:58.588Z,Leon Kuhlman,2024-08-16T15:27:09.645Z,Cary Reynolds-Prohaska,4,874.052159616258,13219.818460103124,2024-12-06T13:41:56.672Z
Dr. Meredith Schneider-Schuster,44899,2025-03-13T11:49:16.140Z,Dr. Marc Bauch,2025-03-13T20:28:32.153Z,Lee Schuster,5,862.7630564733408,17164.15570145473,2024-11-14T20:51:51.783Z
Damon Langosh,6201,2025-03-03T05:09:40.034Z,Lindsey Feest,2024-10-17T07:45:28.303Z,Laurence Will,3,680.2751351962797,10826.87982453499,2024-06-05T22:58:20.819Z
Phil Ankunding-Kuhic,36206,2024-08-26T11:34:50.881Z,Alvin Abshire,2024-05-10T02:23:13.547Z,Loren Feil,1,792.253950133454,13625.735245493706,2024-05-20T07:28:55.129Z
Grace Trantow,12026,2025-02-12T06:52:34.560Z,Geneva Upton,2025-01-03T10:31:49.566Z,James Hayes,9,108.764271333348,12883.129189559259,2025-03-19T10:48:54.574Z
Mr. Laurence Stiedemann,54947,2024-11-18T21:15:47.199Z,Mr. Timmy Lind,2024-07-25T06:40:28.318Z,Delbert Kris,7,1736.3527236157097,8296.532466937788,2025-02-07T02:22:47.580Z
Lorenzo Dach,24752,2024-04-24T00:31:11.430Z,Ian Pagac PhD,2024-10-18T10:50:03.368Z,Lowell King,5,1168.0797770037316,8690.63052686397,2024-07-08T22:04:42.918Z
Becky Gottlieb,48505,2024-05-15T10:13:22.083Z,Dr. Elbert Rosenbaum,2024-08-04T03:57:17.144Z,Mrs. Marcia Kuhic-Johnston,5,1753.1807510880753,1837.1717445668764,2024-12-12T23:48:55.358Z
Jenny Brekke,19671,2024-05-23T03:17:43.096Z,Gabriel Koelpin,2024-12-11T08:41:40.248Z,Ms. Mable Rosenbaum,1,1772.280679794494,8798.958369984757,2024-07-22T04:14:39.322Z
Gertrude Prohaska,40761,2024-05-30T01:36:05.027Z,Dr. Frankie Schinner-Schiller,2024-05-23T03:42:44.559Z,Kristen Steuber,3,657.5331349275075,5308.283658046275,2024-12-22T16:30:36.333Z
Kristin Jaskolski,31369,2025-01-20T10:35:48.874Z,Natasha Gerhold MD,2024-10-19T16:18:34.515Z,Shawna Halvorson,4,737.5079452292994,5852.675121359061,2024-12-09T21:01:24.661Z
Owen Rohan,97106,2024-10-17T23:18:07.036Z,Kari Klocko,2024-07-19T13:15:38.954Z,Reginald Schneider,10,816.8643647339195,6832.948702608701,2024-04-24T05:53:01.910Z
Alexander Jacobi,31312,2024-10-14T20:45:55.941Z,Carlton Kirlin,2025-01-20T21:16:55.670Z,Blanca Goldner,3,1776.7382870661095,13171.039172797464,2024-07-07T03:47:16.529Z
Amy White-Hyatt,51418,2024-09-11T08:09:07.766Z,Marc Gislason,2024-08-31T12:09:35.780Z,Ashley Feil,6,184.15567502379417,2424.0759689942934,2025-03-13T20:38:29.176Z
Sadie Hilpert,31864,2024-09-06T09:10:48.999Z,Dave Haley,2025-03-19T08:21:09.440Z,Tamara Roberts-Abshire,1,781.022199220024,11633.377391588874,2025-01-15T04:37:48.380Z
Wilson Rath II,9065,2024-04-01T22:40:30.525Z,Willard Jaskolski,2025-02-19T00:51:54.221Z,Spencer Stamm,3,585.0873501156457,18331.99025731301,2024-08-08T06:13:13.530Z
Kim Orn,25278,2024-07-18T20:40:03.266Z,Nicole Schamberger,2024-06-21T02:36:34.798Z,Mr. George Little,3,1385.732943948824,10426.763419236522,2024-10-27T01:09:00.466Z
Mr. Benjamin Dicki,99755,2025-02-05T22:18:26.461Z,Mr. Dexter Reynolds,2024-07-17T07:38:21.802Z,Maureen Miller,8,1489.3539589247666,7398.384120326955,2024-12-18T07:23:57.230Z
Rafael Okuneva,92708,2024-07-23T16:12:34.976Z,Dorothy Rutherford,2024-09-03T22:19:23.934Z,Stacey Fahey,3,1773.4350826824084,10668.352508055978,2025-03-02T00:25:45.217Z
Sally Kunze,34012,2024-07-10T03:15:16.695Z,Mr. Archie Adams-Kshlerin,2024-07-17T18:18:34.439Z,Raymond Krajcik,8,532.634058711119,15894.044919777662,2024-08-28T23:54:38.714Z
Vivian Wilkinson,51808,2024-12-22T13:29:00.787Z,Ms. Darlene Bashirian,2024-12-16T17:00:22.661Z,Loretta Parisian,3,413.223255018238,9869.770097581204,2025-02-13T07:53:21.560Z
Crystal Klein,62412,2025-01-29T18:47:08.176Z,Shannon Hammes,2024-05-21T11:33:18.828Z,Geraldine Hilll,4,822.7091367472894,11647.654602839611,2024-12-19T06:51:05.602Z
Rosemarie Heaney,18088,2024-12-23T10:20:21.840Z,Roberta Runolfsson I,2024-06-22T04:41:25.989Z,Kenneth Gutkowski,5,956.4508760580793,7287.813322735019,2024-06-20T05:48:12.825Z
Marie Steuber-Williamson,2182,2025-01-24T04:58:32.477Z,Mrs. Cecilia Pouros,2024-12-06T16:53:34.530Z,Barbara Stroman,4,788.1894336198457,6067.475833650678,2024-04-06T09:57:50.744Z
Ernest Klocko,10544,2025-02-19T14:23:17.989Z,Nellie Brown,2024-06-22T10:25:42.152Z,Esther Lowe IV,10,1717.3614286701195,19562.267088587396,2024-12-28T02:07:56.274Z
Bryant Bernier,96306,2025-02-14T07:30:40.024Z,Dr. Jean Bernier,2024-12-22T22:25:50.574Z,Homer Mann,8,307.98509885789827,2712.9160612937994,2024-09-29T15:12:18.324Z
Alfonso Mayert MD,91619,2024-12-14T12:35:22.127Z,Ora Wolf,2024-08-13T07:53:48.942Z,Frank Christiansen,1,1530.0072323996574,11123.89724488603,2024-09-02T22:36:20.327Z
Angelica Donnelly,8493,2024-05-16T00:27:10.440Z,Willie Kemmer,2025-03-03T02:17:56.527Z,Bryant Kunde,3,1101.449131697882,9290.985622140579,2024-04-25T06:48:42.477Z
Justin Hills,10936,2024-04-13T11:58:55.596Z,Angel Deckow,2024-04-03T06:17:16.847Z,Della Koelpin,10,1340.447568881791,13099.273064988665,2024-06-14T21:59:17.355Z
Jane Ondricka,83076,2024-10-17T04:22:40.178Z,Pauline Jast,2024-08-13T14:39:36.497Z,Opal Kirlin,4,1413.3520098985173,17820.78706313623,2025-02-21T07:19:10.938Z
Sherman Heller,32498,2025-02-11T08:08:36.950Z,Vicky Moen,2025-03-03T17:58:19.933Z,Mabel Corkery,9,258.00587869016454,17466.46666120505,2024-04-19T20:13:32.215Z
Clayton Okuneva II,10192,2024-06-26T12:30:33.281Z,Bessie Stroman,2024-10-30T08:52:56.518Z,Josephine Stokes,8,1134.8100279457867,17060.04302118672,2025-01-31T10:00:30.987Z
Mr. Clarence Rogahn,68301,2024-04-11T21:14:17.514Z,Shelly Hermann,2024-08-30T01:02:54.336Z,Valerie Cummerata,2,1907.1180845494382,104.74706287495792,2024-04-13T05:39:27.790Z
Tyler Lynch MD,49982,2024-06-26T19:26:37.633Z,Susie Padberg-Swaniawski,2025-03-04T13:45:46.582Z,Rolando McCullough,10,930.4372416692786,18795.620621170383,2025-01-28T04:28:00.590Z
Steven Schoen,2516,2025-03-12T13:01:07.269Z,Dr. Rudy Upton,2024-11-18T03:25:10.797Z,Felix Howe,5,1756.0995433013886,13767.46494746767,2024-06-30T15:54:11.013Z
Loren Ward,18323,2024-04-27T09:23:11.509Z,Roosevelt Steuber,2024-06-05T22:40:32.488Z,Philip Emmerich,10,564.0178564703092,12102.643610653467,2025-01-01T08:56:52.810Z
Marta Smith,29334,2024-07-22T05:53:08.438Z,Erik Kiehn,2024-11-25T04:21:56.437Z,Israel Sanford,6,213.4645216865465,11512.60653885547,2024-10-31T09:43:38.924Z
Aaron Predovic,85372,2024-05-30T09:52:36.673Z,Roxanne Rippin,2024-06-11T08:35:28.315Z,Stephanie Williamson,1,1462.649548461195,11813.11298297951,2024-03-30T20:21:58.501Z
Kendra Pfannerstill,87410,2024-10-19T04:12:51.196Z,Marlene Powlowski,2025-01-11T03:29:50.048Z,Troy Ritchie,4,299.222374567762,5668.398633855395,2024-11-28T21:20:41.964Z
Ms. Yvette Reichel,78512,2024-06-05T21:49:36.836Z,Dr. Frederick Runolfsson,2024-07-21T11:04:07.539Z,Donna Langworth,7,370.7441892242059,9719.756600167602,2024-11-23T16:21:34.234Z
Ivan Medhurst Jr.,86254,2024-11-08T20:25:26.644Z,Clifford Kuhic,2024-04-23T11:57:44.913Z,Mrs. Wendy Bednar DVM,9,1276.8708193558268,8748.187161039095,2025-03-15T20:50:05.744Z
Genevieve Wyman,68909,2024-11-10T12:12:08.352Z,Dolores Boyer,2024-08-20T04:17:31.788Z,Terrence Friesen,5,1053.5216708434746,13323.688487068284,2024-06-21T12:58:30.822Z
Cristina Brown Jr.,97156,2025-02-07T08:43:08.990Z,Emily Nitzsche,2024-05-18T02:44:49.557Z,Louis Schumm,8,1940.5351866269484,3747.647936840076,2024-10-15T03:24:30.671Z
Garrett Hoeger,18656,2025-03-11T05:12:04.308Z,Paulette Pollich,2024-07-13T17:06:43.839Z,Molly Weissnat DVM,9,226.52702009072527,4536.983593576588,2024-09-02T11:45:38.214Z
Victor Stoltenberg,31578,2024-06-08T06:37:04.050Z,Marlon Fisher V,2024-10-20T14:12:11.260Z,Lucia Crooks,5,1538.686891051475,16524.835502309725,2024-09-19T18:20:20.300Z
Ms. Lynda Heller V,41560,2024-07-12T19:56:26.256Z,Charlene Schuppe,2024-08-02T22:23:40.946Z,Heather Runte,7,1597.3531004739925,3460.00385498628,2024-09-04T23:34:15.327Z
Carlton Cummings V,79100,2024-10-08T06:33:13.939Z,Frederick Stroman,2025-01-29T14:36:35.319Z,Jan Ankunding,10,293.10649282997474,7646.629058255348,2025-01-03T04:12:27.027Z
Noah Kerluke PhD,25785,2024-04-04T07:04:48.157Z,Tommie Kozey,2024-10-22T20:08:26.192Z,Gerald O'Reilly,8,1837.3291516094469,5696.94509023102,2024-12-24T18:38:20.441Z
Brendan Reichert,57477,2025-02-10T05:27:38.256Z,Kristy Beatty,2024-03-29T01:30:12.006Z,Rita Hegmann MD,4,390.67990746116266,5960.298020404298,2024-06-17T06:51:37.023Z
Gerard Welch,19284,2024-10-02T14:15:20.133Z,Miss Luz Kautzer,2024-10-19T02:12:44.031Z,Levi Mayer,2,1859.3759749899618,858.1511071766727,2024-05-24T04:11:43.579Z
Amelia Kuvalis,62571,2024-04-13T00:22:14.552Z,Dr. Edwin Nikolaus,2024-08-16T17:59:12.170Z,Arnold Batz,2,529.7373541048728,14336.96389294928,2024-03-31T06:17:16.740Z
Kathryn Hartmann,22713,2024-09-01T03:55:11.865Z,Sally Kiehn,2024-07-15T15:47:12.484Z,Dr. Samuel McClure,3,447.1154760569334,8869.140068779234,2024-05-30T23:00:15.164Z
Gayle West,46654,2024-08-25T10:31:00.668Z,Tina Watsica,2024-07-22T02:35:06.693Z,Georgia Hegmann,2,1565.348636370618,11549.03778298758,2024-05-05T11:19:49.197Z
Mr. Roberto Rodriguez,38918,2024-09-22T15:54:57.985Z,Kelvin Huels,2024-12-17T16:31:53.920Z,Ada Hirthe PhD,3,1163.6033024871722,9045.295464899391,2024-11-13T21:37:53.702Z
Dr. Erica Purdy,79755,2024-05-28T04:04:42.768Z,Bernard Spencer,2024-07-04T02:35:34.162Z,Oliver Botsford I,4,1263.2328204927035,10411.2434830633,2024-04-20T11:24:22.207Z
Delia Kiehn,90817,2024-05-08T13:29:36.987Z,Ernesto Blick,2024-05-02T09:38:15.956Z,Ada Schamberger,1,1955.0362230162136,9159.392701508477,2024-06-27T03:06:27.299Z
Janet Bednar,93062,2024-06-02T22:01:39.800Z,Genevieve Lubowitz,2024-04-07T21:13:56.445Z,Inez Kuhlman,9,1089.9819125188515,18837.69627654692,2024-11-06T08:42:35.844Z
Loretta Stracke,17334,2024-06-15T03:47:11.711Z,Miss Megan Zemlak,2025-02-05T12:45:40.025Z,Terence Kilback,8,1056.1784936580807,1311.0547179472633,2024-11-17T01:55:23.668Z
Jerry Hartmann-Dibbert,79873,2024-09-09T03:59:28.160Z,Jasmine Roob,2024-04-08T21:52:55.251Z,Ignacio Gusikowski,7,1467.3170495196246,9567.673080565874,2024-06-05T01:42:41.152Z
Mr. Marion Feest,77658,2024-04-12T22:07:09.364Z,Clifton Beahan,2025-02-26T05:28:41.323Z,Nicole Crist,7,423.42933444306254,16169.588730519172,2024-09-03T01:01:02.766Z
Kristi Altenwerth,49226,2024-10-03T10:24:17.655Z,Lamar Bednar Jr.,2024-06-06T05:24:50.084Z,Nicolas Langosh,4,72.81810124404728,5622.023606940638,2024-11-09T01:56:16.861Z
Zachary Huel II,33125,2024-08-23T10:14:27.420Z,Carmen Koss,2024-04-17T10:25:53.205Z,Bobbie Kovacek,1,905.4779905243777,13407.189873431344,2024-03-28T17:09:32.686Z
Laverne Tromp,19193,2024-09-19T16:54:06.918Z,Karl Durgan,2025-03-09T08:48:29.626Z,Mrs. Tabitha Strosin,5,1642.1850105980411,16264.007100125309,2024-03-29T12:46:13.866Z
Jeannie Terry,78486,2024-10-29T19:54:51.763Z,Beverly Torphy,2024-05-08T03:59:44.245Z,Melody Cartwright,2,1882.2722738725133,6253.557905124035,2025-02-19T12:28:50.126Z
Lance Walker,82346,2024-08-16T16:30:29.074Z,Colleen Kris,2024-07-07T11:16:03.607Z,Deanna Fritsch,6,825.7645235280506,1976.2409927556291,2024-05-09T02:45:17.612Z
Sidney Pfeffer MD,92214,2024-05-21T03:59:37.087Z,Dr. Rene Altenwerth,2024-07-30T19:11:01.365Z,Cindy Yost,3,691.9423668761738,2910.5776933021843,2024-12-06T18:34:45.454Z
Adrian Blick,12010,2024-04-09T01:22:20.362Z,Clayton Yost,2024-11-28T04:20:49.429Z,Mr. Russell Parker,3,789.9036587565206,6017.962213535793,2024-12-10T13:03:08.119Z
Joe Rath,72074,2024-11-09T13:59:21.703Z,Dean Bernier,2024-05-13T10:56:48.781Z,Norma Hand,2,220.31154775759205,16651.41126862727,2024-11-03T22:56:31.970Z
Marcos Kutch,95836,2024-08-13T16:47:25.056Z,Roy Prohaska,2025-03-16T13:07:49.186Z,Dr. Casey Kunze,4,504.99105820199475,17691.57618599711,2025-02-03T12:21:10.578Z
Albert Moen,24498,2024-06-12T02:39:39.619Z,Dan Hermann,2024-09-07T23:04:53.909Z,Marilyn Mann,9,195.09107226040214,7281.740459334105,2024-04-19T06:16:02.918Z
Yolanda Walsh,79959,2024-10-07T08:53:44.066Z,Dr. Reginald Cremin,2024-04-11T19:26:48.096Z,Patti Lueilwitz,1,504.1175310034305,12112.27688639192,2024-08-12T13:25:07.643Z
Dr. Vicki O'Connell,84791,2024-08-26T18:06:39.078Z,Clarence Kreiger,2024-10-06T14:10:07.914Z,Hope Harris,5,1478.2802863395773,2075.5928793223575,2025-02-19T06:05:02.966Z
Ms. Heather Bradtke,46736,2024-07-11T00:59:07.095Z,Ms. Brandi Haag,2024-07-18T00:07:23.479Z,Marvin Schowalter-Leffler III,7,347.6823256816715,8537.743952102028,2024-09-16T03:18:05.773Z
Simon Baumbach-Parisian,21942,2024-11-05T07:45:02.973Z,Ron Wiza,2024-08-24T06:13:24.150Z,Olga Reichert,7,453.26846482930705,12239.37436195556,2024-07-28T05:55:59.163Z
Oscar Considine,7377,2024-07-30T03:22:45.348Z,Teresa Reichert,2024-11-30T01:47:00.602Z,Candace Marquardt,10,312.81106733949855,15901.092024112586,2025-03-18T05:20:52.404Z
Mrs. Suzanne Schumm,83068,2024-07-15T08:09:42.313Z,Cathy Runolfsdottir,2025-02-22T18:39:02.047Z,Calvin Ward,9,928.0441244249232,15179.08400533488,2024-07-26T09:18:51.331Z
Sherry Durgan,76536,2024-09-09T15:31:20.578Z,Blanca Wintheiser,2025-01-27T02:12:43.421Z,Lucille Carroll,3,1188.869746576529,18797.532519244123,2024-05-09T06:15:09.704Z
Roy Wilderman,64604,2024-06-06T07:19:48.972Z,Carrie Corkery,2025-02-01T06:42:00.943Z,Kim Baumbach,6,667.5332669052295,11255.8732548845,2024-12-05T04:53:55.598Z
Julie Mohr,25434,2025-02-16T19:45:58.563Z,Rafael Marvin,2025-01-25T11:35:26.546Z,Traci Ullrich MD,1,779.8645859584212,11667.567316279747,2024-08-23T19:25:41.724Z
Colin Langosh,37455,2024-09-18T16:20:21.301Z,Alfredo Lakin,2024-06-24T06:02:12.717Z,Mrs. Stacey Wuckert,5,762.1620229096152,11938.724183838349,2024-12-12T09:29:39.771Z
Lynette Balistreri-Larkin,76306,2024-12-30T18:35:44.307Z,Evan Satterfield,2024-05-15T00:12:46.488Z,Mrs. Alison Kihn,7,1577.6534261996858,8279.404060798697,2025-02-02T18:30:40.032Z
Ebony Wisozk DVM,46773,2024-04-24T08:29:08.742Z,Hazel Klein,2024-07-30T23:20:22.023Z,Vernon Block,10,233.39475491084158,552.6459353393875,2024-09-25T10:19:27.517Z
Abel Buckridge,3623,2024-07-24T23:08:36.701Z,Elsie Rogahn,2024-05-04T01:20:31.070Z,Ricardo Spencer II,9,1355.030964454636,9740.880810387898,2024-07-06T06:40:11.141Z
Byron Wunsch,71747,2024-04-17T07:24:59.070Z,Maria Leffler,2025-03-15T20:53:28.913Z,Bobbie Osinski,10,1929.4810945517384,8371.812783554196,2024-10-08T03:42:39.516Z
Owen Bruen,11898,2024-08-23T05:10:11.476Z,Connie Ferry,2025-02-10T19:00:07.556Z,Yolanda Harvey,9,201.3176826061681,8828.110265859868,2024-07-08T20:23:59.816Z
Tasha Corwin,2686,2024-10-23T19:51:02.369Z,Alicia Swaniawski,2024-11-06T17:59:59.207Z,Justin Predovic,7,978.9938172674738,3392.381242767442,2024-04-23T13:26:07.563Z
Grace McGlynn,58719,2024-07-17T18:15:14.718Z,Dr. Lorena Marvin,2025-02-21T08:53:24.782Z,Lorenzo Leuschke,1,727.379238489084,16760.871778719593,2024-07-26T23:51:45.228Z
Timothy O'Connell,56486,2024-04-26T07:53:37.671Z,Chris Wolff,2024-09-13T12:05:21.051Z,Dale Reilly,7,1686.646979523357,12444.060398323927,2025-03-17T02:04:09.393Z
Laverne Satterfield,84954,2024-05-30T04:52:02.175Z,Darrell Bogisich,2024-04-27T14:53:54.267Z,Mrs. Phyllis Hegmann,3,215.79528567381203,10849.81601020554,2025-01-13T05:11:27.189Z
Cora Ryan,48041,2024-10-14T13:20:59.150Z,Neil McKenzie,2024-05-11T06:29:53.556Z,Johnny O'Conner,3,1923.2848840067163,8641.44203151809,2025-03-14T15:47:11.187Z
Mr. Leslie Schulist PhD,77759,2024-05-10T01:11:01.911Z,Rochelle Welch,2024-12-07T19:59:08.154Z,Joe Jones,8,1041.4608108461834,18215.101783105638,2024-09-27T05:10:20.486Z
Olivia Dare,13687,2024-12-18T12:10:19.593Z,Kara Gerhold,2024-09-21T16:21:47.325Z,Alonzo Hauck,8,1555.42964998167,18536.916972871404,2024-11-27T10:00:30.108Z
Kerry McClure,62656,2024-07-07T18:25:50.029Z,Ruth Jacobson,2024-05-19T11:54:40.481Z,Naomi Hartmann,8,1734.7396381897852,5264.622808655258,2024-07-06T18:45:57.262Z
Thomas Hyatt,43016,2024-05-09T11:12:10.455Z,Melvin Auer,2024-04-01T09:05:09.665Z,Chester Moen,5,960.5457882862538,15568.141737184487,2024-09-19T12:53:44.005Z
Tabitha Macejkovic,7204,2024-12-26T13:19:33.276Z,Ismael Walsh,2024-07-25T20:22:37.638Z,Dr. Ramiro Vandervort,10,1627.2995706647635,15470.890520326793,2024-12-18T17:06:32.426Z
Gordon Kemmer,34869,2024-06-22T17:24:20.993Z,Ron Paucek,2024-03-25T09:58:01.971Z,Ann Hane,4,459.44187223212793,10699.451561982278,2024-10-08T22:57:22.967Z
Eduardo Walker,1803,2024-08-03T00:19:01.695Z,Lora Lubowitz,2024-12-06T02:44:38.309Z,Eugene Jakubowski,8,1416.330908879172,7620.189746678807,2024-06-17T02:25:36.480Z
Cora White,9403,2024-07-20T20:22:24.953Z,Allison Batz,2024-06-21T18:13:16.200Z,Maggie Rowe,7,1633.4977861610241,4965.397977153771,2024-10-01T21:27:22.337Z
Hope Predovic,90609,2024-08-30T06:51:04.267Z,Leticia Strosin-Purdy,2024-07-03T08:39:02.468Z,Tom Johns,9,365.9670996014029,9860.093428520486,2024-04-02T19:37:54.715Z
Stella Mayert,43796,2024-06-12T06:43:40.034Z,Kellie Rutherford,2024-05-31T18:19:08.204Z,Lorena Legros,2,688.3970582741313,6773.963781550992,2024-12-17T22:30:55.493Z
Cristina Kerluke,39272,2024-04-17T16:42:38.419Z,Dr. Ricardo Marvin,2024-06-13T07:56:58.234Z,Albert Zemlak,5,1901.4233842259273,8645.062573009636,2024-07-11T18:56:43.552Z
Dustin Predovic,19129,2024-10-16T08:10:54.495Z,Gloria Abshire,2024-12-27T08:21:23.902Z,Angel Heidenreich,10,1115.714348864276,10911.522392102052,2024-12-24T18:26:32.446Z
Rickey Wisoky MD,92365,2024-08-20T11:50:50.442Z,Delores Greenfelder,2025-01-23T19:16:34.382Z,Angela O'Conner,9,263.69266227120534,17791.58528955886,2024-12-06T12:07:08.840Z
Dixie Runolfsdottir,79410,2024-06-15T10:12:47.315Z,Ralph Pouros-Huel,2024-10-21T16:24:33.247Z,Sherman Cormier,7,609.4133889884688,17679.592903133016,2024-04-20T23:43:09.627Z
Francisco Rogahn V,24986,2024-10-18T23:07:59.122Z,Krista Rolfson,2024-11-08T05:03:15.004Z,Lila Nader,3,87.16887071495876,15528.02492196206,2024-10-17T23:19:08.697Z
Courtney Gibson,37963,2024-05-11T23:56:08.111Z,Winifred Emard,2024-11-23T09:51:51.624Z,Mr. Hugo Hermann V,9,161.39423362910748,13450.397564063314,2024-03-28T03:37:04.402Z
Leslie Kreiger,97782,2025-01-21T15:11:18.068Z,Nancy Turcotte,2024-08-30T12:53:42.826Z,Nellie Rath,4,1273.1122199911624,7846.318986674305,2024-08-27T22:26:10.909Z
Ebony Stoltenberg DVM,72775,2024-08-01T04:05:38.647Z,Benjamin Hartmann,2025-03-15T02:05:29.752Z,Julian Grimes IV,9,997.2042967565358,5403.888669190928,2024-03-30T17:48:22.087Z
Mrs. Victoria Grimes,75583,2024-04-16T07:50:18.003Z,Tami Wisoky,2024-08-14T07:04:10.088Z,Allison Dooley III,7,1296.1392493220046,19765.91479735216,2024-04-21T14:30:34.737Z
Jose Rutherford-Huel,73267,2025-02-15T22:58:57.967Z,Mrs. Melissa Mohr,2024-11-12T07:14:23.474Z,Sharon Hane,4,416.0041169379838,2787.8929126425646,2024-08-16T07:12:42.524Z
Sarah Conroy,88092,2025-01-21T10:52:37.400Z,Becky Ankunding-Altenwerth,2024-11-06T00:43:32.682Z,Dr. Linda Connelly,1,1204.9663214362226,2669.046253222041,2024-04-03T10:20:04.986Z
Ralph Halvorson,8897,2024-11-22T10:42:05.506Z,Joseph Monahan PhD,2024-09-06T22:42:49.690Z,Kathleen Abshire,7,1005.1897837198339,9222.88184663048,2024-07-19T14:30:22.760Z
Dr. Irma Heller,16029,2025-02-22T00:29:59.514Z,Mrs. Delia Quigley,2024-10-06T01:32:37.410Z,Dr. Sara Murphy,2,1783.4160296013579,17866.468433255795,2024-08-26T20:34:43.950Z
Johanna Cormier,37689,2024-11-22T14:17:42.178Z,Lucy Schultz,2025-01-29T16:02:18.087Z,Perry Koch,4,375.3167978837155,9568.327217944898,2024-09-25T11:04:15.707Z
